,약국명,주소,전화번호
4657,편한M약국,"서울특별시 관악구 신림로 318, 1층 101호 (신림동, 청암두산위브센티움)",02-882-0072
4658,편한약국,"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 1층 47호 (한강로3가)",02-793-8887
4659,평강상록수약국,서울특별시 노원구 동일로 1545  (상계동),02-935-6644
4660,평강약국,"서울특별시 서초구 서초중앙로24길 55 (서초동, 중앙서초플라자)",070-7458-0303
4661,평안약국,"서울특별시 성동구 고산자로8길 22, 117호 (행당동,레몬프라자)",02-2294-8111
4662,평제약국,"서울특별시 동대문구 약령시로 51, (제기동)",02-963-6919
4663,평화약국,"서울특별시 중구 남대문시장길 21, 1층 (남대문로4가)",02-755-6059
4664,평화약국,"서울특별시 강서구 강서로 259, 우장산역엠버리움빌딩 103호 (내발산동)",02-2601-4308
4665,평화약국,서울특별시 송파구 양재대로 932,02-407-2218
4666,평화약국,"서울특별시 중구 동호로 180, 대승빌딩 202호 (신당동)",02-2233-0373
4667,평화약국,서울특별시 서대문구 증가로 226,02-304-5181
4668,평화약국,"서울특별시 동작구 남부순환로 2059, 1층 (사당동)",02-582-5353
4669,평화약국,서울특별시 관악구 남부순환로 1784,02-885-3575
4670,평화약국,"서울특별시 마포구 양화로 64, 서교제일빌딩 2층 202호 (서교동)",02-336-6307
4671,평화약국,서울특별시 은평구 불광로 8 (대조동),02-6339-3944
4672,평화약국,서울특별시 중랑구 면목로 418 (면목동),02-439-0709
4673,포도나무약국,"서울특별시 영등포구 선유로 70, 우리벤처타운2 2동 2층 209-1호 (문래동3가)",02-2679-5100
4674,포도나무약국,"서울특별시 송파구 송파대로32길 15, 209호 (가락동, 가락금호아파트)",02-406-7990
4675,포도약국,"서울특별시 마포구 마포대로 44, 진도빌딩 1층 (도화동)",0504-403-7703
4676,포도원온누리약국,서울특별시 광진구 능동로 265,02-549-2456
4677,포레나약국,"서울특별시 영등포구 국회대로50길 20, 215호 (영등포동7가, 포레나 영등포 센트럴)",02-6012-2636
4678,포레스트약국,"서울특별시 중랑구 봉화산로 301, 511동 지하1층 105호 (망우동, 신내역 힐데스하임 참좋은아파트)",02-6949-0227
4679,포레약국,"서울특별시 강남구 도산대로 134, 지하2층 일부호 (논현동)",02-543-2007
4680,포인트약국,서울특별시 강남구 도산대로 118,02-547-3196
4681,푸르지오약국,"서울특별시 동대문구 왕산로 86, 푸르지오시티오피스텔동 1층 101호 (용두동)",02-928-7600
4682,푸르지오약국,서울특별시 관악구 청림6길 3  (봉천동),02-882-2177
4683,푸르지오진흥약국,서울특별시 강동구 명일로 167,02-482-0179
4684,푸른바다약국,서울특별시 노원구 화랑로 337,02-941-3838
4685,푸른소나무약국,"서울특별시 종로구 삼봉로 81, 207호 (수송동, 두산위브파빌리온)",02-2198-5333
4686,푸른솔약국,서울특별시 은평구 통일로87길 12 (갈현동),02-389-2999
4687,푸른솔약국,"서울특별시 노원구 공릉로58가길 14, 1층(하계동)",02-977-7267
4688,푸른솔약국,"서울특별시 중랑구 봉우재로 66, 103,104호 (면목동)",02-2207-6464
4689,푸른솔약국,"서울특별시 서초구 서초대로 317, 1층(서초동,건원빌딩)",02-532-7820
4690,푸른약국,"서울특별시 강동구 구천면로 305, (천호동,덕송빌딩)",02-473-0437
4691,푸른약국,"서울특별시 서초구 서초대로 3-4, 1층 101-3호(방배동,방배디오슈페리움)",02-599-5388
4692,푸른약국,"서울특별시 마포구 마포대로 190, 1층 (공덕동)",02-704-4516
4693,푸른약국,서울특별시 동작구 상도로 93 (상도동),02-813-1233
4694,푸른약국,서울특별시 강북구 삼양로 309 (수유동),02-989-1801
4695,푸른약국,"서울특별시 구로구 남부순환로 775, 상가106동 103호 (개봉동, 개봉푸르지오)",02-2689-9856
4696,푸른약국,"서울특별시 노원구 한글비석로 264, 중계그랜드프라자 3층 312호 (중계동)",02-935-4167
4697,푸른약국,"서울특별시 도봉구 도봉로180나길 34, 1층 (도봉동)",02-956-3388
4698,푸른약국,"서울특별시 송파구 백제고분로 279, 1층 (석촌동)",02-554-4458
4699,푸른약국,서울특별시 강서구 공항대로41길 65 (등촌동),02-2063-3997
4700,푸른약국,"서울특별시 용산구 후암로 41, 1층 (후암동)",02-3789-1460
4701,푸른약국,"서울특별시 성동구 아차산로 41, 2층(성수동1가,삼성빌딩)",02-469-9700
4702,푸른약국,"서울특별시 은평구 서오릉로 203, (구산동)",02-358-8141
4703,푸른약국,서울특별시 관악구 난곡로 351,02-851-2525
4704,푸른약국,"서울특별시 중구 명동8길 47, (충무로2가)",02-775-7428
4705,푸른약국,서울특별시 중랑구 봉우재로 40 (면목동),02-437-8949
4706,푸른약국,"서울특별시 서대문구 거북골로 69, (남가좌동)",02-373-0547
4707,푸른온누리약국,"서울특별시 광진구 천호대로 527 (중곡동, 거산빌딩)",02-466-7675
4708,푸른온누리약국,"서울특별시 서대문구 문화촌길 6, 승희빌딩 1층 (홍제동)",02-395-3523
4709,푸른온누리약국,"서울특별시 강서구 방화대로34길 92, 불해빌딩 1층 (방화동)",02-2664-6643
4710,푸른온누리약국,"서울특별시 강남구 도산대로 511, 1층 102호 (청담동)",02-3442-7003
4711,푸른온누리약국,"서울특별시 서초구 바우뫼로35길 22, 1층 (양재동)",02-571-8279
4712,푸른온누리약국,서울특별시 종로구 새문안로 19 (평동),02-720-0333
4713,푸름약국,"서울특별시 서대문구 연희로 119, 1층 (연희동)",02-3143-3030
4714,풍경약국,"서울특별시 금천구 시흥대로 426, 영진빌딩 1층 (독산동)",02-869-6888
4715,풍납라파약국,서울특별시 송파구 바람드리길 33 (풍납동),02-488-8878
4716,풍전약국,서울특별시 용산구 원효로25길 31 (원효로4가),02-719-6833
4717,프라임엠약국,서울특별시 강남구 역삼로 505  (대치동),02-3288-9772
4718,프라임온누리약국,"서울특별시 성북구 월계로40길 7, 1층 109호,110호 (장위동, 센트럴타운상가)",02-916-9472
4719,프라자사랑약국,"서울특별시 송파구 백제고분로 438, 1층 (송파동)",02-2205-8080
4720,프라자사랑약국,"서울특별시 광진구 능동로 315 (중곡동, 대남빌딩)",0222054000
4721,프라자약국,서울특별시 금천구 가산디지털1로 168  (가산동),02-2026-0011
4722,프라자약국,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",02-3285-7294
4723,프라자약국,"서울특별시 강서구 강서로 267, 송화쇼핑센터 1층 (내발산동)",02-2664-8707
4724,프라자약국,"서울특별시 영등포구 선유로 42, (문래동3가)",02-2678-8020
4725,프라자약국,"서울특별시 마포구 신촌로 238, 1층 (아현동)",02-365-5569
4726,프라자약국,"서울특별시 양천구 중앙로32길 55, (신정동)",02-2648-2823
4727,프라자약국,서울특별시 송파구 양재대로 1222  (방이동),02-3012-0002
4728,프리마약국,서울특별시 송파구 올림픽로4길 40  (잠실동),02-412-1212
4729,프리미엄약국,"서울특별시 노원구 동일로 1414, 롯데백화점 지하1층 (상계동)",02-950-2233
4730,플러스약국,"서울특별시 종로구 종로 78, 1층 (종로2가, 미려빌딩)",02-733-4163
4731,플러스약국,"서울특별시 강남구 테헤란로 111, 대건빌딩 1층 일부호 (역삼동)",070-7783-4101
4732,플러스약국,서울특별시 구로구 경인로 661  (신도림동),02-3439-8855
4733,플러스엔약국,서울특별시 서초구 강남대로53길 7 ,02-511-7255
4734,피나팜맑은약국,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B동 144호 (문정동)",02-881-5594
4735,피크약국,"서울특별시 마포구 양화로 61, 두암빌딩 1층 (서교동)",02-3143-6191
4736,피플팜문래약국,서울특별시 영등포구 당산로 34,02-2672-9672
4737,필약국,"서울특별시 관악구 남부순환로 1605, 1층 (신림동)",02-6954-0579
4738,필약국,"서울특별시 강동구 올림픽로 664, 2층 214호 (천호동, 대우 한강 베네시티)",02-485-2812
4739,필약국,서울특별시 강북구 오현로 193,02-988-2280
4740,필온누리약국,서울특별시 서대문구 신촌로 91 (창천동),02-332-5935
4741,필하이약국,"서울특별시 강남구 도산대로 235, 1층 (신사동)",02-518-2351
4742,하계약국,"서울특별시 노원구 공릉로58가길 8, (하계동)",02-949-3016
4743,하나로약국,"서울특별시 노원구 초안산로 7, 105호(월계동, 월계2단지주공아파트종합상가)",02-908-6994
4744,하나로약국,서울특별시 도봉구 마들로11길 20 (창동),02-903-0903
4745,하나로약국,서울특별시 서초구 청계산로 10  (양재동),02-578-4955
4746,하나로약국,서울특별시 은평구 연서로 277-1,02-388-6397
4747,하나로약국,서울특별시 중랑구 망우로 192  (상봉동),02-439-0323
4748,하나로약국,"서울특별시 송파구 마천로 264, 흥일빌딩 1층 (거여동)",02-3402-0415
4749,하나로약국,서울특별시 영등포구 영등포로 208-1 (영등포동4가),02-2679-9696
4750,하나로약국,"서울특별시 강서구 양천로 677, 1층 (염창동, 염창하이츠빌딩)",02-3662-3500
4751,하나로온누리약국,"서울특별시 관악구 은천로 38, (봉천동)",02-875-8005
4752,하나메디칼약국,서울특별시 강서구 금낭화로 91-2  (방화동),02-2661-1210
4753,하나메디칼약국,"서울특별시 송파구 오금로 506, 1층 (거여동)",02-449-7230
4754,하나약국,서울특별시 도봉구 마들로 699,02-954-1504
4755,하나약국,서울특별시 구로구 구로동로 179 (구로동),02-851-9945
4756,하나약국,"서울특별시 종로구 경교장길 35, 상가동 3151호 (평동, 경희궁자이 3단지)",02-723-0588
4757,하나약국,"서울특별시 동대문구 천호대로 273, 1층 2호 (답십리동)",02-2212-0034
4758,하나약국,"서울특별시 강동구 양재대로 1466, 1층 102호 (길동)",02-436-2666
4759,하나약국,서울특별시 강남구 압구정로 224  (신사동),02-543-6650
4760,하나약국,"서울특별시 노원구 동일로203가길 29, 258호,259호 (중계동, 브라운스톤중계)",02-976-7258
4761,하나약국,"서울특별시 중랑구 면목로 419, 1층 (면목동)",02-495-0222
4762,하나약국,"서울특별시 중구 무교로 32, 4층 (무교동, 효령빌딩)",02-755-5155
4763,하나약국,서울특별시 은평구 진관3로 20 (진관동),02-388-1600
4764,하나약국,"서울특별시 송파구 송파대로 111, 205동 305호 (문정동, 파크하비오)",02-2043-1204
4765,하나약국,서울특별시 서초구 법원로2길 23  (서초동),02-591-3619
4766,하나약국,"서울특별시 강북구 삼양로 613, 우암빌딩 1층 (우이동)",02-900-0455
4767,하나약국,서울특별시 동작구 여의대방로24길 30 (신대방동),02-823-8336
4768,하나온누리약국,"서울특별시 성북구 화랑로 95 (하월곡동, 새서울신용협동조합)",02-914-0035
4769,하늘꿈약국,"서울특별시 구로구 서해안로 2096, 101호 (항동)",02-2060-5575
4770,하늘약국,"서울특별시 서초구 사임당로 158, 리더스원 상가 5층 501호 (서초동)",02-588-9225
4771,하늘약국,"서울특별시 강서구 금낭화로 136, 118호 (방화동, 에어뷰)",02-2661-1278
4772,하늘약국,"서울특별시 금천구 금하로 720, 306호 (시흥동, 에벤에셀프라자)",02-809-8019
4773,하늘약국,"서울특별시 성북구 정릉로 364, 3층 (돈암동)",02-928-9331
4774,하늘약국,서울특별시 강남구 논현로 841  (신사동),02-549-9119
4775,하늘약국,서울특별시 은평구 서오릉로 41-17 (녹번동),02-358-4290
4776,하늘약국,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 226-2호 (종로1가)",02-733-9006
4777,하늘약국,"서울특별시 용산구 한강대로 95, 상가동 2층 228호 (한강로2가, 래미안용산 더 센트럴)",02-3785-2202
4778,하늘약국,"서울특별시 구로구 시흥대로 547 (구로동, 금강빌딩)",02-856-7724
4779,하늘약국,"서울특별시 노원구 동일로 1361, 206,207호 (상계동, 상계주공2단지아파트)",02-932-8321
4780,하늘약국,서울특별시 동대문구 전농로 91 (답십리동),02-2214-5180
4781,하늘약국,"서울특별시 관악구 장군봉1길 56, 101호 (봉천동, 우형쇼핑센타)",02-877-6431
4782,하늘약국,"서울특별시 양천구 중앙로 298, 문화트윈타워 101호 (신정동)",02-2607-8016
4783,하늘약국,"서울특별시 광진구 광나루로 604, 진넥스 베르디엠 1층 2호 (구의동)",02-2201-0955
4784,하늘약국,서울특별시 중구 다산로 245,02-2237-3530
4785,하늘약국,"서울특별시 마포구 독막로 2, 2층 (합정동)",02-322-2365
4786,하늘약국,서울특별시 중랑구 망우로 198 (상봉동),02-435-8813
4787,하늘약국,"서울특별시 송파구 백제고분로 276, 202호 (석촌동)",02-412-1804
4788,하늘온누리약국,서울특별시 강남구 영동대로 602 (삼성동) 삼성동 미켈란 1075층 일부,02-3443-3359
4789,하늘팜약국,서울특별시 강서구 양천로 101,02-3663-7071
4790,하늘후문약국,"서울특별시 동대문구 황물로 168, 한성아펠시티 122,123호 (답십리동)",02-2215-5716
4791,하니약국,"서울특별시 노원구 동일로 1099, (공릉동)",02-978-8583
4792,하님약국,"서울특별시 노원구 한글비석로 410, 1층 (상계동)",02-939-1827
4793,하루약국,"서울특별시 양천구 등촌로 32, 목동 태영프라자 2층 204-2호 (목동)",02-2648-9997
4794,하리약국,"서울특별시 강남구 강남대로 606, 삼주빌딩 1층 일부호 (논현동)",02-543-3577
4795,하모니약국,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 1층 (신설동)",02-926-8800
4796,하비온누리약국,"서울특별시 송파구 송파대로 111, 205동 414호 (문정동, 파크하비오)",02-3402-3678
4797,하얀약국,"서울특별시 성북구 아리랑로 9, 산맥프라자 2층 202호 (동소문동6가)",02-921-9131
4798,하얀약국,"서울특별시 관악구 난곡로 327-1, 1층 (신림동)",02-867-8271
4799,하얀약국,"서울특별시 노원구 동일로197길 21, 우성빌딩 1층 (공릉동)",02-949-3690
4800,하얀약국,"서울특별시 중구 마른내로 8-1, (저동2가)",02-2274-9119
4801,하얀약국,서울특별시 금천구 남부순환로 1290 1층,02-867-4175
4802,하은약국,"서울특별시 강북구 노해로 118, 1층 (수유동)",02-908-3512
4803,하은약국,서울특별시 동대문구 사가정로 110 (전농동),02-2213-6769
4804,하이약국,"서울특별시 강남구 언주로 859, 1층 (신사동, 쉬즈.애비뉴빌딩)",02-545-5170
4805,하이약국,"서울특별시 용산구 한강대로 256, 1층 (남영동)",02-792-9248
4806,하이온누리약국,"서울특별시 서초구 신반포로 213, 반포쇼핑타운 7동 1층 13,14호 (잠원동)",02-3478-5530
4807,하이온누리약국,"서울특별시 금천구 가산디지털1로 145, 에이스하이엔드타워3차 105호 (가산동)",02-2624-0770
4808,하이온누리약국,"서울특별시 성동구 행당로 87, 1동 107호 (행당동,행당동대림아파트리빙프라자)",02-2297-5408
4809,하이팜약국,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 2층 (진관동)",02-2097-2659
4810,하이팜약국,"서울특별시 서초구 사임당로 178, 이즈타워 103호 (서초동)",02-568-1417
4811,하임온누리약국,"서울특별시 마포구 도화길 43, 108호 (도화동, 나눔빌딩)",02-6329-7767
4812,하트약국,"서울특별시 종로구 대학로 128, 1층 (동숭동)",02-766-8991
4813,학동봄약국,"서울특별시 강남구 논현로131길 23, 홍재빌딩 1층 일부호 (논현동)",02-511-7474
4814,학동약국,"서울특별시 강남구 학동로 203, 1층 (논현동)",02-3443-8575
4815,한가람약국,"서울특별시 중구 마른내로 6, 1층 (저동2가)",02-2275-3210
4816,한가람약국,"서울특별시 동대문구 망우로 77, 1층 (휘경동)",02-3394-4865
4817,한가족약국,"서울특별시 송파구 송파대로 423, 석촌빌딩 (석촌동)",02-412-8779
4818,한강메디칼약국,"서울특별시 강서구 허준로 23, 107호 (가양동)",02-2659-7489
4819,한강약국,"서울특별시 영등포구 버드나루로7길 7, 105호 (영등포동2가)",02-2676-4850
4820,한강약국,"서울특별시 성북구 도봉로 3, 1층 (길음동)",02-980-5350
4821,한겨레약국,"서울특별시 은평구 연서로 219, 1층(갈현동)",02-353-4005
4822,한결약국,"서울특별시 송파구 올림픽로35길 124, 2동 410,411호 (신천동, 장미아파트 에이상가)",02-412-4246
4823,한결약국,서울특별시 노원구 노해로 494,02-936-8055
4824,한결약국,"서울특별시 양천구 오목로 344 (목동, 청학빌딩)",02-2646-8842
4825,한국구일온누리약국,"서울특별시 용산구 이촌로 300, 렉스상가 2-2,3-1호 (이촌동)",02-792-9290
4826,한국생약국,"서울특별시 관악구 쑥고개로 71, (봉천동)",02-878-2743
4827,한국약국,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",02-964-0168
4828,한길약국,"서울특별시 성동구 동일로 261, 건국빌딩 1층 (송정동)",02-467-8231
4829,한길약국,"서울특별시 관악구 남부순환로 1739, (봉천동)",02-876-2861
4830,한누리약국,"서울특별시 종로구 새문안로5가길 33, 한누리빌딩 1층 (내자동)",02-736-7980
4831,한독약국,"서울특별시 송파구 중대로 80, 문정프라자 (문정동)",02-409-3559
4832,한독약국,서울특별시 강북구 수유로23길 57 (수유동),02-902-1736
4833,한독약국,서울특별시 종로구 동숭길 52,02-762-4636
4834,한독프라자약국,"서울특별시 구로구 구로동로26길 133, (구로동)",02-856-9843
4835,한라약국,"서울특별시 동작구 사당로 301, 사당동빌딩 3층 (사당동)",02-914-3396
4836,한라약국,"서울특별시 용산구 보광로 124, (이태원동)",02-795-7603
4837,한림약국,서울특별시 양천구 중앙로32길 61,02-2646-5775
4838,한마을약국,"서울특별시 구로구 경인로 382, 1-110(개봉동,한마을아파트상가)",02-2613-3006
4839,한마음국회약국,"서울특별시 영등포구 의사당대로 1, 국회 국회소통관동 1층 (여의도동)",02-761-0311
4840,한마음약국,서울특별시 송파구 중대로 68  (문정동),02-404-8075
4841,한마음약국,서울특별시 종로구 창경궁로 158 (원남동),02-3676-4411
4842,한마음약국,"서울특별시 마포구 마포대로24길 4, 공덕자이아파트 상가 상가1동 105호 (아현동)",02-393-2046
4843,한마음약국,"서울특별시 은평구 은평터널로 196, (신사동)",02-309-1881
4844,한마음약국,서울특별시 구로구 도림로 67 (구로동),02-865-0511
4845,한마음약국,"서울특별시 강서구 등촌로 147, 1층 (등촌동, 유석빌딩)",02-2652-6692
4846,한마음약국,서울특별시 금천구 금하로 720 (시흥동),02-808-8740
4847,한마음약국,서울특별시 중구 마른내로 10(저동2가),02-2271-2861
4848,한마음약국,"서울특별시 영등포구 국제금융로2길 37, 3층 306-1호 (여의도동, 에스트레뉴)",02-761-0336
4849,한미약국,"서울특별시 강동구 양재대로 1629, (명일동)",02-3426-4271
4850,한미약국,"서울특별시 서대문구 수색로 30, 지하1층, 1층 (남가좌동)",02-375-3548
4851,한미약국,"서울특별시 중구 청계천로 334, 1층 48호 (신당동,평화)",02-2238-5929
4852,한미약국,서울특별시 성북구 종암로 97 (종암동),02-925-0825
4853,한빛약국,서울특별시 구로구 경인로 164,02-2625-6679
4854,한빛약국,"서울특별시 서대문구 세검정로1길 93, 상가A동 1층 109호 (홍은동, 홍은동벽산아파트)",02-3216-5738
4855,한빛약국,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",02-2207-3588
4856,한빛약국,"서울특별시 강북구 도봉로 52, 7층 (미아동, 연이빌딩)",02-6312-6351
4857,한빛약국,"서울특별시 강서구 강서로62길 98, 101호 (등촌동, 신한은행등촌점)",02-2658-7371
4858,한빛약국,"서울특별시 노원구 월계로55길 4, 111호 (월계동, 사슴아파트2단지상가)",02-979-0993
4859,한빛평화약국,서울특별시 동작구 시흥대로 664 (신대방동),02-848-4566
4860,한사랑약국,서울특별시 송파구 백제고분로48길 17 (방이동),02-415-0036
4861,한사랑약국,"서울특별시 노원구 동일로 1101, (공릉동)",02-972-4324
4862,한사랑약국,"서울특별시 마포구 망원로 78, 1층 (망원동)",02-3141-6774
4863,한사랑약국,"서울특별시 강남구 선릉로 513, 1층 (역삼동, 아펙스타워)",02-567-7850
4864,한사랑약국,"서울특별시 금천구 시흥대로63길 64, 1층 (시흥동)",02-856-3588
4865,한사랑약국,"서울특별시 강동구 양재대로89길 16, 214호(성내동,파크프라자)",02-6425-2003
4866,한사랑약국,"서울특별시 구로구 신도림로 7, 금강리빙스텔 123호 (신도림동)",02-2675-1081
4867,한사랑약국,서울특별시 중랑구 신내로 225  (신내동),070-4229-9602
4868,한사랑약국,"서울특별시 광진구 자양로 294-1, (구의동)",02-456-5961
4869,한사랑온누리약국,"서울특별시 서대문구 신촌로 183, 유인빌딩 지하1층 101호 (대현동)",02-364-5455
4870,한사랑온누리약국,"서울특별시 동대문구 신이문로 41, 1층 (이문동)",02-969-0976
4871,한사랑온누리약국,서울특별시 강북구 인수봉로 142 (수유동),02-980-1214
4872,한샘약국,서울특별시 서초구 신반포로 205,02-534-8613
4873,한샘약국,"서울특별시 노원구 상계로27길 7, 중앙빌딩 1층 (상계동)",02-939-7886
4874,한샘약국,"서울특별시 성동구 무학로2길 7, 1층 102호 (도선동)",02-407-6790
4875,한성약국,"서울특별시 양천구 목동로 203, (신정동,한성빌딩)",02-2690-1965
4876,한성약국,"서울특별시 동대문구 답십리로 140, 세기프라자 106호 (답십리동)",02-3394-5102
4877,한성약국,"서울특별시 서초구 신반포로 257 지하1층 (잠원동, 뉴타운)",02-537-1840
4878,한소망약국,"서울특별시 관악구 신림로 198, 1층 (신림동)",02-873-8707
4879,한솔약국,"서울특별시 광진구 아차산로 621, 1층 (광장동)",02-2201-3581
4880,한솔약국,서울특별시 구로구 경인로 215,02-2613-5613
4881,한솔약국,서울특별시 성북구 동소문로 57-1 (동소문동4가),02-926-6479
4882,한솔약국,"서울특별시 종로구 사직로 107, 1층(내자동,한빛빌딩)",02-739-3307
4883,한솔약국,서울특별시 송파구 백제고분로45길 5 (송파동),02-415-8087
4884,한솔약국,"서울특별시 양천구 목동동로 63, 109호(신정동,대영프라자)",02-2648-0507
4885,한솔약국,서울특별시 강서구 양천로57길 37,02-2659-2425
4886,한솔약국,서울특별시 은평구 갈현로 14 (신사동),02-386-5917
4887,한솔인유로온누리약국,서울특별시 강남구 역삼로 310  (역삼동),02-3453-8171
4888,한스약국,"서울특별시 송파구 정의로8길 7, 한스 102호 (문정동)",070-7799-5938
4889,한신메디칼약국,"서울특별시 서초구 잠원로 94  (잠원동, 한신빌딩)",02-534-8889
4890,한신약국,"서울특별시 노원구 한글비석로48길 6 한신2차아파트상가 101호 (상계동, 한신2차아파트)",02-937-2574
4891,한신약국,"서울특별시 중랑구 동일로101길 63  (면목동, 면목한신아파트 상가)",02-491-5651
4892,한신약국,"서울특별시 성동구 왕십리로 410, 상가L동 216호 (하왕십리동, 센트라스)",02-2296-2551
4893,한신약국,"서울특별시 서대문구 통일로 397  (홍제동, 인왕산 한신휴플러스)",02-722-1822
4894,한신약국,"서울특별시 동대문구 제기로 75, 1층 (청량리동)",02-6494-7756
4895,한신코아약국,서울특별시 금천구 한내로 62,02-899-1377
4896,한약국,"서울특별시 양천구 월정로 57, (신월동)",02-2692-7573
4897,한약국,"서울특별시 서초구 강남대로 543, 1층 (반포동)",02-541-3838
4898,한약국더채움,"서울특별시 은평구 응암로 230, 2층 (응암동)",02-304-2550
4899,한양약국,"서울특별시 강남구 논현로176길 14, 3층 일부호 (신사동)",02-514-5665
4900,한양약국,서울특별시 성동구 마조로 17  (행당동),02-2292-9231
4901,한영온누리약국,"서울특별시 서초구 방배로 36, (방배동)",02-583-1754
4902,한우리약국,"서울특별시 마포구 망원로 73, 1층 (망원동)",02-3142-6796
4903,한우리약국,서울특별시 영등포구 의사당대로 97,02-785-7648
4904,한우리약국,"서울특별시 강서구 까치산로 151, 104호 (화곡동)",02-2699-0456
4905,한우리약국,"서울특별시 중랑구 망우로 412, 4층 (망우동, 기성빌딩)",02-495-1357
4906,한우리유공약국,서울특별시 강동구 진황도로61길 25,02-473-6262
4907,한울약국,"서울특별시 금천구 독산로 133, 1층 (시흥동)",02-809-3323
4908,한울약국,"서울특별시 관악구 난곡로 50, 자연빌딩 1층 (신림동)",02-857-7755
4909,한울약국,서울특별시 양천구 오목로 299,02-2651-8647
4910,한울약국,"서울특별시 중랑구 망우로 353, 지하1층 (상봉동, 상봉 프레미어스 엠코)",02-432-6745
4911,한유약국,서울특별시 동대문구 한천로 89 (답십리동),02-2213-3831
4912,한유약국,"서울특별시 마포구 백범로 96, (대흥동)",02-716-8330
4913,한일약국,서울특별시 중구 서소문로 109,02-753-9779
4914,한일약국,"서울특별시 관악구 보라매로 12, 2층 (봉천동, 관악농협)",02-889-8517
4915,한중약국,"서울특별시 중구 서소문로 128, (서소문동)",02-752-2326
4916,한중약국,"서울특별시 영등포구 도림로 144, 88월드타워 104호 (대림동)",02-849-5400
4917,한중약국,"서울특별시 금천구 독산로 136, 103호 (시흥동)",02-804-6985
4918,한중약국,서울특별시 구로구 구로동로 8  (가리봉동),02-863-8575
4919,한진약국,서울특별시 성동구 행당로 82,02-3395-5368
4920,한진약국,서울특별시 강서구 우현로 26,02-2605-6916
4921,한티미소약국,"서울특별시 강남구 선릉로 314, 2층 201-2호 (대치동)",02-6471-5400
4922,한티약국,"서울특별시 강남구 선릉로 225, 지하1층 133호 (도곡동,도곡렉슬상가)",02-574-2575
4923,한티역약국,"서울특별시 강남구 도곡로 323, 다른빌딩 1층 (역삼동)",02-3453-9982
4924,한티참약국,"서울특별시 강남구 선릉로 305, 한티KR타워 1층 101호 (역삼동)",02-538-4567
4925,한티하나약국,"서울특별시 강남구 도곡로 317, 2층 201호 (역삼동)",02-564-0805
4926,함께하는약국,서울특별시 은평구 수색로 264-1 (수색동),02-375-1846
4927,함춘약국,"서울특별시 종로구 대학로 93, 대한성공회 대학로교회 1,2층 (연건동)",02-741-0370
4928,합격약국,서울특별시 동작구 만양로14길 57 (노량진동),02-3280-2680
4929,합정365약국,"서울특별시 마포구 독막로 14, 1층 (합정동)",02-6407-3031
4930,합정녹십자약국,"서울특별시 마포구 독막로 22, 청명빌딩 1층 (합정동)",02-3142-6002
4931,합정동산약국,"서울특별시 마포구 양화로 45, C-17호 (서교동, 홈플러스합정점)",02-338-0026
4932,합정스타약국,"서울특별시 마포구 양화로 지하45, 합정역 B1층 109호 (합정동)",02-323-0202
4933,항동푸른약국,"서울특별시 구로구 항동로3길 6, 가온 프라자 105호 (항동)",02-2615-8279
4934,해가든약국,"서울특별시 동작구 서달로 150, 202호 (흑석동, 해가든상가)",02-821-8531
4935,해경아는약국,서울특별시 영등포구 여의대방로69길 28 (여의도동),02-783-5816
4936,해그린약국,"서울특별시 서대문구 통일로 356, 1층 (홍제동)",02-723-9887
4937,해그린약국,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 108호 (여의도동)",02-783-1017
4938,해동그랜드약국,서울특별시 동대문구 한천로 186 (장안동),02-2212-9838
4939,해동온누리약국,서울특별시 광진구 용마산로 57 (중곡동),02-457-4110
4940,해든아침약국,"서울특별시 양천구 목동동로 293, 1층 5호(목동,현대41타워)",02-2168-3308
4941,해든약국,"서울특별시 송파구 백제고분로48길 38, 101호 (방이동, 은석빌딩)",02-3432-0105
4942,해든우리약국,"서울특별시 서대문구 충정로 70, 웨스트게이트타워 2층 (미근동)",02-313-8763
4943,해든이화약국,"서울특별시 양천구 목동동로 435, 103,104호 (목동)",02-6925-0788
4944,해뜨는약국,"서울특별시 동작구 양녕로 281 (상도동, 상도빌딩)",02-816-3869
4945,해란약국,서울특별시 용산구 청파로47길 53,02-713-6590
4946,해림온누리약국,서울특별시 강남구 테헤란로 152 (역삼동),02-2112-2911
4947,해링턴원약국,"서울특별시 노원구 공릉로34길 86, 상가동 207호 (공릉동, 태릉해링턴플레이스)",050-71478-1071
4948,해맑은약국,서울특별시 강남구 남부순환로363길 13,02-571-0029
4949,해맑은약국,서울특별시 은평구 응암로 188-1  (응암동),02-306-7555
4950,해맑은약국,"서울특별시 마포구 마포대로 115-12, 공덕삼성아파트 상가동 211호 (공덕동)",02-707-3913
4951,해맑은약국,"서울특별시 강서구 방화동로 66, 1층 (방화동)",02-2661-1837
