,약국명,주소,전화번호
945,동아약국,"서울특별시 동대문구 서울시립대로 31, 102-119호 (전농동, 동아아파트)",02-2214-7937
946,동아약국,서울특별시 중랑구 동일로130길 52  (중화동),02-434-6683
947,동아약국,서울특별시 강남구 강남대로66길 14  (역삼동),02-539-7030
948,동의삼성약국,서울특별시 송파구 거마로22길 49  (마천동),02-400-2636
949,동해물약국,"서울특별시 서초구 동광로12가길 42, 1층 (방배동)",02-594-3141
950,동현약국,"서울특별시 강동구 양재대로127길 19, (천호동)",02-472-7722
951,두산약국,서울특별시 관악구 봉천로 391 (봉천동) ,02-888-2369
952,드림약국,"서울특별시 서초구 서초중앙로22길 8, 행림약품 1층 2호 (서초동)",02-522-5776
953,드림약국,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 128-2호 (영등포동4가)",02-2068-1636
954,디엠씨4번출구약국,서울특별시 은평구 수색로 지하 175 1층 003호,02-2039-0190
955,라미약국,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",02-412-0199
956,라온약국,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",02-3431-4485
957,래미안온누리약국,서울특별시 영등포구 당산로 214,02-2675-5250
958,로데오약국,서울특별시 양천구 신정중앙로23길 3,02-2606-2567
959,롱약국,"서울특별시 마포구 양화로 지하 55, 합정역 B1  238-105호 (서교동)",070-8098-4603
960,르씨엘약국,"서울특별시 강남구 학동로 215, 101호,107호 (논현동)",02-540-0047
961,리드팜힘찬약국,"서울특별시 관악구 은천로 109, 1층 (봉천동)",02-885-7422
962,마곡아임약국,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 102호 (마곡동)",07086158032
963,마곡하나약국,"서울특별시 강서구 강서로 385, 106호 (마곡동, 우성에스비타워)",02-3664-0319
964,마래푸약국,"서울특별시 마포구 신촌로34길 37, 1층 (아현동)",02-362-2080
965,마장백화점약국,"서울특별시 동대문구 고산자로 410, 1층 (용두동)",02-962-1161
966,마천푸른솔약국,"서울특별시 송파구 거마로 60, 1층(마천동)",02-409-6704
967,마트온누리약국,서울특별시 양천구 오목로 299,02-2651-3467
968,맑은샘약국,서울특별시 동대문구 천호대로83길 39 (장안동),02-422-5060
969,맑은약국,"서울특별시 강서구 양천로 600, 1층 (등촌동)",02-2083-0456
970,맑은약국,서울특별시 영등포구 당산로 42,02-2165-8210
971,맑은약국,서울특별시 구로구 경인로40길 47,02-2617-2190
972,맑음약국,"서울특별시 관악구 남부순환로 1635, 1층 (신림동)",02-877-0113
973,맘이편한약국,"서울특별시 관악구 신림로 357, 1층 (신림동)",02-888-8848
974,망원시장약국,"서울특별시 마포구 월드컵로13길 56, 1층 (망원동)",02-790-7527
975,매일여는약국,서울특별시 양천구 목동동로 233-1 (목동) ,02-2061-3650
976,매일여는약국,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 B1094호 (상암동)",02-2132-8365
977,매일여는약국,"서울특별시 중랑구 망우로 346, 101동 103호 (상봉동, 한일써너스빌)",02-434-2422
978,매일여는온누리약국,"서울특별시 송파구 백제고분로 187, 1층 103,104호 (잠실동, 파크인수)",02-3432-0365
979,메디칼건강약국,서울특별시 강서구 양천로 104 (방화동),02-2661-3337
980,메디칼바른약국,"서울특별시 구로구 공원로7길 40, 1층 (구로동, 대영빌딩)",02-866-1914
981,메디칼약국,"서울특별시 관악구 은천로25길 69, 1층(봉천동,삼성프라자)",02-883-4227
982,메디칼약국,"서울특별시 마포구 월드컵로14길 5, (서교동)",02-3141-4757
983,메디팜건강약국,"서울특별시 도봉구 도봉로 487, 1층 (쌍문동)",02-906-1800
984,메디팜건강약국,서울특별시 은평구 수색로 270-1,02-372-9791
985,메디팜금성약국,"서울특별시 양천구 남부순환로40가길 15-1, (신월동)",02-2605-7281
986,메디팜대안약국,서울특별시 금천구 시흥대로 352,02-803-8452
987,메디팜미래로약국,"서울특별시 용산구 청파로47길 40, (청파동2가)",02-713-8716
988,메디팜미래로약국,"서울특별시 강동구 천호대로 1467, (상일동)",02-426-4793
989,메디팜신마포약국,"서울특별시 마포구 창전로 45, 103동 108호 (창전동, 서강한화오벨리스크 단지내 상가)",02-706-7656
990,메디팜신정교약국,"서울특별시 양천구 신목로 36, 102호 (신정동, 대보빌딩)",02-2649-8275
991,메디팜엔비약국,"서울특별시 동작구 노량진로 152, . 1층 (노량진동)",02-811-7723
992,메디팜우리약국,"서울특별시 송파구 올림픽로 119, 1층 A12호 (잠실동, 파인애플상가 1층 A12호)",02-414-5747
993,메디팜은강약국,서울특별시 서초구 잠원로14길 29  (잠원동),02-593-3245
994,메디팜일진약국,서울특별시 성동구 용답중앙길 80-1 ,02-2245-3665
995,메디팜정다운약국,"서울특별시 강서구 마곡중앙5로 87, 107호 (마곡동, 우성르보아투)",02-2664-1088
996,메디팜정원약국,서울특별시 강동구 천호대로 1200,02-477-6126
997,메디피아약국,"서울특별시 강남구 강남대로 242, 1층(도곡동, 크리스탈빌딩)",02-3463-1547
998,면목백화점약국,서울특별시 중랑구 용마산로 328 (면목동),02-2207-4636
999,명생약국,서울특별시 송파구 백제고분로41길 31 (송파동),02-422-1394
1000,명성약국,서울특별시 마포구 월드컵로 87,02-332-4603
1001,명수약국,서울특별시 금천구 시흥대로138길 13,02-854-6846
1002,명신약국,서울특별시 금천구 탑골로 18 ,02-807-8767
1003,명심약국,서울특별시 강남구 개포로 207  (개포동),02-575-5867
1004,명일마트종로약국,"서울특별시 강동구 고덕로 276, 지하1층 (명일동, 이마트명일점)",02-428-7845
1005,명진팜약국,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 110호 (마곡동)",02-6326-7353
1006,모두약국,"서울특별시 강남구 테헤란로 지하 156, B2층 219호 (역삼동)",02-508-0429
1007,목동세명약국,서울특별시 양천구 목동중앙북로 27,02-2645-7525
1008,목동행복한약국,서울특별시 양천구 목동동로 309 지하1층 (목동),02-6952-5777
1009,무궁화약국,"서울특별시 노원구 한글비석로 77, 한성여객(주) (하계동)",02-971-0072
1010,무지개약국,"서울특별시 광진구 뚝섬로 498-1, A,B동 1층 (자양동)",02-462-8604
1011,문약국,서울특별시 용산구 독서당로 67,02-793-2296
1012,미동약국,"서울특별시 강서구 월정로30길 52, (화곡동)",02-2602-4054
1013,미소가득한약국,서울특별시 마포구 월드컵북로 396,02-2636-6667
1014,미소약국,"서울특별시 도봉구 도봉로 678, 홈플러스데스코㈜방학점 지하2층 (방학동)",02-954-3119
1015,미주약국,"서울특별시 강서구 양천로6길 28, 상가동 108호 (방화동, 도시개발12단지아파트)",02-2665-7552
1016,민생약국,"서울특별시 강남구 언주로125길 6, (논현동)",02-547-7903
1017,민정약국,서울특별시 강북구 오패산로30길 41 (미아동),02-980-1244
1018,믿음약국,서울특별시 관악구 봉천로 534,02-888-2104
1019,바른메디칼약국,"서울특별시 강동구 상암로 31, 이에스타워 1층 (암사동)",02-3426-5384
1020,바른손약국,서울특별시 동대문구 휘경로 34 (휘경동),02-3295-4274
1021,바른약국,"서울특별시 영등포구 선유로 138, 롯데마트 양평점 지하1층 (양평동3가)",02-2633-2267
1022,바른약국,서울특별시 강북구 노해로 95-1,02-993-9663
1023,바른약국,"서울특별시 관악구 남부순환로 1714-1, (봉천동)",02-884-2850
1024,박순영온누리약국,"서울특별시 송파구 마천로7길 6, 오금대림아파트 117,118호 (오금동)",02-430-3371
1025,반석온누리약국,"서울특별시 영등포구 영등포로 33, 108호(양평동2가,비즈타워)",02-2632-9595
1026,반포프라자약국,"서울특별시 서초구 신반포로 329, 1층 5호 (잠원동)",02-549-3668
1027,발산그랜드약국,서울특별시 강서구 강서로 380,02-3663-7510
1028,밝은마음약국,"서울특별시 강남구 논현로 841, 제이비 미소빌딩 110호 (신사동)",02-6203-7770
1029,밝은약국,"서울특별시 은평구 불광로 27, 1층 (대조동)",02-386-7585
1030,방약국,"서울특별시 중랑구 면목로 260, 1층(면목동)",02-432-0596
1031,방이종로약국,서울특별시 송파구 마천로 29 (방이동),02-3431-0440
1032,방학세계로약국,"서울특별시 도봉구 방학로 159, (방학동)",02-956-3030
1033,방학약국,"서울특별시 도봉구 도봉로 729, (방학동)",02-955-8822
1034,백두약국,서울특별시 구로구 오류로8길 26 (오류동),02-2689-6576
1035,백상약국,"서울특별시 영등포구 국제금융로6길 30, 백상빌딩 1층 103호 (여의도동)",02-780-5414
1036,백세365약국,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 107호 (마곡동)",070-8829-0077
1037,백세약국,"서울특별시 중랑구 신내로 82, 1층 109호 (신내동, 금강빌딩)",02-3421-7015
1038,백세약국,서울특별시 도봉구 도당로15길 12,02-3492-9373
1039,백온누리약국,서울특별시 광진구 면목로 174 (중곡동),02-466-4696
1040,백운약국,서울특별시 도봉구 도봉로 468  (창동),02-906-0280
1041,백화점약국,"서울특별시 강북구 도봉로96길 11, 1층 (번동)",02-994-1282
1042,백화점약국,"서울특별시 종로구 종로 234-1, (종로5가)",02-2264-1161
1043,번동종로약국,"서울특별시 강북구 오현로34길 23-4, 104호 (번동, 현대하니타운)",02-981-2030
1044,번동프라자약국,서울특별시 강북구 한천로 940 (번동),02-904-2906
1045,벚꽃약국,"서울특별시 영등포구 국제금융로 10, 서울 국제금융 센터 지하2층 (여의도동)",02-6137-5207
1046,베스트약국,서울특별시 강남구 도곡로 423,02-569-8968
1047,보광프라자약국,"서울특별시 용산구 보광로 35, (보광동)",02-796-5244
1048,보라매온누리약국,서울특별시 동작구 보라매로 93 (신대방동),02-812-4881
1049,보룡약국,"서울특별시 노원구 동일로 1380, 상계동 국민은행 (상계동)",02-979-6000
1050,보림약국,서울특별시 동대문구 장한로 115 (장안동),02-2248-2082
1051,보생사약국,"서울특별시 영등포구 영등포로 400 1층 (신길동, 신성빌딩)",02-833-2289
1052,보은약국,서울특별시 광진구 영화사로 64-1,02-444-4145
1053,보화당약국,서울특별시 도봉구 노해로69길 15,02-995-2929
1054,봄내약국,서울특별시 관악구 신림동5길 31,02-882-8234
1055,비온뒤숲속약국,"서울특별시 마포구 월드컵로 111, (망원동)",02-332-3250
1056,비타민약국,서울특별시 금천구 독산로50길 84,02-892-5949
1057,비트플렉스약국,"서울특별시 성동구 왕십리광장로 17 (행당동, 비트플랙스내 2층 A05,06)",02-2200-1549
1058,사가정약국,"서울특별시 중랑구 사가정로51길 3, (면목동)",02-434-7234
1059,사당365약국,"서울특별시 관악구 과천대로 955, 1층 (남현동)",02-588-9050
1060,사당미소약국,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 3층 (남현동)",02-586-8009
1061,사당소화약국,"서울특별시 동작구 동작대로 7, 1층 (사당동)",02-521-3474
1062,사당역약국,"서울특별시 동작구 동작대로 지하 3, 사당역(4호선) (사당동)",02-582-4912
1063,사당프라자약국,"서울특별시 동작구 사당로 230-1, 1층 (사당동, 미래빌딩)",02-3474-4170
1064,사랑약국,"서울특별시 강북구 도봉로 186, 1층 (미아동)",02-993-7289
1065,삼성약국,서울특별시 관악구 신원로 21,02-855-4158
1066,삼성해든약국,"서울특별시 강남구 삼성로 520, 1층 (삼성동)",02-562-0361
1067,삼익약국,"서울특별시 동대문구 회기로29길 35, 1층 (휘경동)",02-963-5490
1068,삼일약국,서울특별시 강북구 삼양로 241,02-945-3132
1069,삼일약국,"서울특별시 성동구 장터길 49, (금호동3가)",02-2234-3529
1070,삼정약국,"서울특별시 용산구 원효로19길 72-1, 1층 (원효로3가)",02-712-4941
1071,삼화약국,서울특별시 금천구 은행나무로 12-1,02-803-4167
1072,상계1번약국,"서울특별시 노원구 한글비석로20길 23-1, 1층 (중계동)",02-938-1082
1073,상계하나로약국,서울특별시 노원구 한글비석로48길 13 (상계동),02-951-2188
1074,상도온누리약국,서울특별시 동작구 상도로 297 (상도1동),02-812-1322
1075,상록수약국,"서울특별시 강동구 고덕로10길 53, (암사동)",02-426-7977
1076,상보약국,서울특별시 성동구 동일로 83(성수동2가),02-463-7513
1077,상봉햇살약국,"서울특별시 중랑구 상봉로 118, E-마트 상봉점 4층 (망우동)",02-434-8678
1078,상산약국,"서울특별시 중구 퇴계로 435, 1층 (황학동)",02-2252-3354
1079,상아약국,"서울특별시 강북구 도봉로 143, 광명빌딩 1층 (미아동)",02-985-3211
1080,상아온누리약국,서울특별시 동작구 양녕로26길 22 (상도동),02-823-7931
1081,상지온누리약국,"서울특별시 강남구 선릉로93길 8, 1층 (역삼동)",02-554-0624
1082,새고운약국,"서울특별시 노원구 동일로 1003, 1층 (공릉동)",02-973-9286
1083,새대우약국,"서울특별시 성동구 용답25길 14, (용답동)",02-2245-6510
1084,새대우약국,"서울특별시 중랑구 동일로 852, (묵동)",02-973-3197
1085,새민우약국,"서울특별시 성북구 북악산로 845, 203동 301호 (정릉동, 정릉쌍용아파트)",02-917-4275
1086,새봄약국,"서울특별시 강북구 노해로 87, 1층 (수유동)",02-907-6200
1087,새빛약국,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 1층 121호 (명일동)",02-441-0887
1088,새생명약국,서울특별시 강남구 삼성로146길 8 1층 (청담동),02-512-3389
1089,새성심약국,서울특별시 영등포구 양평로 102 ,02-2678-0139
1090,새시장약국,"서울특별시 중랑구 망우로62길 81, (망우동)",02-436-7554
1091,새실로암약국,서울특별시 강동구 양재대로 1619,02-427-1417
1092,새열린약국,"서울특별시 서초구 강남대로 449-3, 보보빌딩 1층 (서초동)",02-536-3037
1093,새우림약국,"서울특별시 중랑구 망우로62길 7, (망우동)",02-434-5614
1094,새인선약국,서울특별시 성동구 광나루로11길 41-1  (송정동),02-466-4159
1095,새종로약국,서울특별시 관악구 난곡로 264 (신림동),02-866-6245
1096,새중일약국,"서울특별시 송파구 오금로 306, 101호 (가락동, 가락스타클래스)",02-448-5186
1097,새천년약국,서울특별시 동작구 상도로 69 (대방동),02-815-5051
1098,새푸른약국,"서울특별시 관악구 쑥고개로 122, 1층 (봉천동)",02-879-0678
1099,새하늘약국,서울특별시 노원구 동일로 1308,02-971-0610
1100,새한약국,"서울특별시 강서구 등촌로 173, 1층 (등촌동)",02-2651-1577
1101,새휘정약국,서울특별시 강남구 학동로101길 26  (청담동),02-542-1910
1102,샌트럴이든약국,"서울특별시 노원구 덕릉로126길 2, B101호 (상계동)",02-930-0403
1103,샘물약국,서울특별시 노원구 노원로 43 (공릉동),02-971-2268
1104,샘약국,서울특별시 강남구 테헤란로 322  (역삼동),02-558-3347
1105,샘터약국,"서울특별시 마포구 효창원로97길 10, (공덕동)",02-718-3011
1106,샘터약국,서울특별시 서초구 서초중앙로 230  (반포동),02-591-1112
1107,생생온누리약국,"서울특별시 강남구 논현로 842, 압구정빌딩 1층 (신사동)",070-8888-3380
1108,샤로수약국,"서울특별시 관악구 관악로 164, 1층 110호 (봉천동, 대우디오슈페리움1단지)",02-877-4559
1109,서광약국,"서울특별시 서초구 남부순환로315길 104, (서초동)",02-585-6835
1110,서대문약국,"서울특별시 서대문구 통일로 177, 1층 (옥천동)",02-392-4932
1111,서부새생명약국,서울특별시 은평구 역말로 72 (역촌동),02-385-3685
1112,서부약국,"서울특별시 노원구 동일로 1551, 삼전빌딩 1층 101,102,107,108호 (상계동)",02-935-3424
1113,서울메디약국,서울특별시 강남구 역삼로 406  (대치동),02-501-5063
1114,서울위드팜약국,"서울특별시 종로구 대학로 119, 1, 2층 (명륜4가)",02-747-0500
1115,서울중앙약국,"서울특별시 용산구 청파로 378, 1층 (동자동)",02-313-4483
1116,서초늘봄약국,서울특별시 서초구 서초대로38길 12 ,02-581-7764
1117,서초당약국,"서울특별시 서초구 서초중앙로 107 (서초동, 삼화빌딩)",02-521-9443
1118,서초삼성약국,"서울특별시 서초구 서초대로74길 23, (서초동)",02-3474-0617
1119,서초제일약국,"서울특별시 서초구 방배로 111, 1층 (방배동, 근복빌딩)",02-583-7170
1120,서초프라자약국,"서울특별시 서초구 방배로 88, 1층 (방배동)",02-597-4959
1121,석산약국,서울특별시 성북구 오패산로1길 1 (하월곡동),02-912-2020
1122,선영약국,"서울특별시 성동구 마장로 187, 1층 (홍익동)",02-2294-3734
1123,설아약국,"서울특별시 강서구 마곡중앙6로 65, 지투프라자 1층 101호 (마곡동)",0507-1326-2189
1124,설약국,서울특별시 성동구 마조로1길 39(행당동),02-2294-8274
1125,설약국,"서울특별시 동작구 노량진로 124, 1층 (노량진동)",02-825-8272
1126,성대약국,서울특별시 동작구 성대로 11 (상도동),02-821-1519
1127,성보약국,"서울특별시 관악구 남부순환로208길 10, (봉천동)",02-885-4250
1128,성심온누리약국,"서울특별시 노원구 석계로 49 (월계동, 현대아파트 주상가 122호)",02-943-1651
1129,성지약국,"서울특별시 중랑구 공릉로12가길 52, (묵동)",02-972-9890
1130,세계로약국,"서울특별시 서초구 동작대로 38, (방배동)",02-3474-2599
1131,세계로약국,서울특별시 송파구 거마로 66 (마천동),02-402-0067
1132,세계로약국,서울특별시 성북구 화랑로40길 54 (석관동),02-962-5446
1133,세계로온누리약국,"서울특별시 광진구 아차산로 219, 삼영빌딩 1층 (화양동)",02-466-0253
1134,세곡온누리약국,"서울특별시 강남구 헌릉로569길 27, 2층 (세곡동)",070-8828-7963
1135,세브란스약국,서울특별시 동작구 동작대로25길 39 (사당동),02-593-1551
1136,세심약국,"서울특별시 성동구 마장로35길 76, 105-2 (마장동,현대아파트상가)",02-2282-5734
1137,세영약국,서울특별시 광진구 뚝섬로27길 65 (자양동),02-464-3577
1138,세원약국,"서울특별시 성북구 동소문로20가길 51 (동선동1가, 수국빌딩)",02-922-6060
1139,세종약국,서울특별시 강남구 밤고개로1길 22,02-459-9464
1140,세진약국,서울특별시 서초구 서초중앙로 125 (서초동) ,02-533-3528
1141,센츄럴팜약국,서울특별시 중구 한강대로 405  (봉래동2가),02-393-5505
1142,셀약국,"서울특별시 마포구 양화로 72, 1층 118호 (서교동)",02-337-7959
1143,소나무약국,"서울특별시 노원구 노원로 330, 롯데마트 지하1층 (중계동)",02-931-1996
1144,소나무약국,서울특별시 송파구 중대로 80  (문정동),02-402-4701
1145,소담약국,"서울특별시 종로구 성균관로 18, (명륜2가)",02-765-2126
1146,소망약국,"서울특별시 영등포구 영신로19길 23, (영등포동)",02-845-4054
1147,소망온누리약국,서울특별시 양천구 지양로 68 (신월동),02-2699-5662
1148,손약국,"서울특별시 영등포구 대림로21길 14, 상석빌딩 1층 (대림동)",02-832-3722
1149,송도약국,"서울특별시 강북구 도봉로 343, 야산빌딩 1층 (수유동)",02-908-4270
1150,송약국,"서울특별시 강서구 양천로 637, 104호(염창동,삼성아파트상가)",02-2659-2526
1151,송약국,"서울특별시 양천구 오목로 325, 지하1층 (목동)",02-2062-2575
1152,송파24약국,"서울특별시 송파구 송파대로 111, 하비오길 송파대로202동 161호 (문정동, 파크하비오)",02-400-1502
1153,송파그랜드약국,"서울특별시 송파구 문정로4길 14, 동산빌딩 1층 (문정동)",02-426-0610
1154,수락100세약국,서울특별시 노원구 동일로 1673 (상계동),02-937-2103
1155,수락프라자약국,서울특별시 노원구 동일로 1669 (상계동),02-935-7523
1156,수명약국,서울특별시 용산구 신흥로 141 (용산동2가),02-754-2697
1157,수범약국,"서울특별시 영등포구 경인로 835, (영등포동4가)",02-2678-2288
1158,수복약국,서울특별시 용산구 새창로12길 12 (도원동),02-714-0667
1159,수산약국,"서울특별시 영등포구 대림로34길 12, (대림동)",02-832-2994
1160,수산약국,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 (노량진동)",02-2254-8275
1161,수서역약국,서울특별시 강남구 광평로 지하 270 수서역 지하 1층 (수서동),02-3412-5533
1162,수서역정민아약국,"서울특별시 강남구 광평로56길 8-13, 1층 101호 (수서동, 수서타워)",02-3412-7655
1163,수성약국,"서울특별시 중랑구 신내로 115  (신내동, 신내10단지신내아파트)",02-3421-3649
1164,수약국,"서울특별시 강남구 선릉로69길 19  (역삼동, 역삼래미안아파트)",02-563-1601
1165,수유동약국,서울특별시 강북구 수유로 83 (수유동),02-903-1313
1166,수유온누리약국,서울특별시 강북구 도봉로 324 (번동),02-996-9777
1167,수유프라자약국,서울특별시 강북구 덕릉로 42 (수유동) ,02-985-0071
1168,수정약국,서울특별시 양천구 중앙로 276 (신정동),02-2644-3395
1169,숙명온누리약국,"서울특별시 용산구 청파로47길 66, (청파동2가)",02-717-6415
1170,숭실길약국,"서울특별시 동작구 상도로67길 31, 1층 (상도동)",02-2088-3043
1171,숭인약국,"서울특별시 강북구 도봉로 59, 1층 (미아동)",02-988-7196
1172,쉼표약국,"서울특별시 송파구 올림픽로 지하 265, 잠실역2호선 B1층 126호 (신천동)",070-8728-0008
1173,스마일온누리약국,서울특별시 성동구 뚝섬로 377  (성수동2가),02-462-3364
1174,스마트온누리약국,"서울특별시 서초구 강남대로53길 7, 강남애니타워 101호 (서초동)",02-523-0365
1175,스카이약국,서울특별시 강서구 하늘길 38,02-6116-1685
1176,스타시티약국,"서울특별시 광진구 아차산로 290, (자양동)",02-447-7439
1177,스타약국,"서울특별시 강동구 천호대로 1087, 2층 203호 (천호동, 진넥스빌Ⅲ)",02-470-7904
1178,스타약국,"서울특별시 서초구 강남대로 437, 대원빌딩 1층 (서초동)",02-3481-6688
1179,시대약국,"서울특별시 성동구 마장로 321, (마장동)",02-2292-8664
1180,시민당약국,서울특별시 강동구 양재대로 1479 (길동),02-476-8100
1181,시민약국,"서울특별시 종로구 자하문로 2, (적선동)",02-736-6512
1182,시온약국,서울특별시 용산구 독서당로 67 (한남동),02-790-7897
1183,시온약국,서울특별시 송파구 백제고분로27길 19 (삼전동),02-417-1365
1184,시원약국,"서울특별시 강북구 오패산로 413, 1층 (번동, 미니스톱)",02-904-1231
1185,시장약국,서울특별시 동작구 동작대로29길 17 (사당동),02-532-6210
1186,시티약국,"서울특별시 송파구 올림픽로 116, 1층 (잠실동)",02-3431-4115
1187,신논현비비약국,"서울특별시 강남구 강남대로 476, urbanhive 지하2층 (논현동)",02-542-8559
1188,신도림서진약국,"서울특별시 구로구 새말로 102, 신도림포스빌 135,136호 (구로동)",02-000-0000
1189,신도림역약국,"서울특별시 구로구 새말로 지하117-21, 2호선 신도림역 234-115호 (신도림동)",02-865-1575
1190,신동서약국,서울특별시 동대문구 약령시로 2-1 (제기동),02-924-3388
1191,신동아약국,"서울특별시 노원구 마들로3길 15, 월계이마트 2층 (월계동)",02-978-5344
1192,신라약국,서울특별시 성동구 광나루로11길 26-1(송정동),02-467-1192
1193,신림당약국,서울특별시 관악구 관천로 17,02-856-4755
1194,신명약국,서울특별시 은평구 은평로 226 (응암동),02-387-1835
1195,신미소약국,서울특별시 관악구 시흥대로 578 (신림동) ,02-855-9842
1196,신분당약국,"서울특별시 강남구 강남대로 지하 396, 23호 (역삼동, 신분당선 강남역내)",02-558-0803
1197,신사라라약국,"서울특별시 강남구 도산대로 131, 1층 일부호 (신사동)",02-515-7414
1198,신사약국,"서울특별시 강남구 도산대로 109, 1층 101호(신사동)",02-514-3704
1199,신사역365약국,"서울특별시 강남구 도산대로 지하102, 신사역 B1층 104호 (신사동)",070-8864-0704
1200,신사온누리약국,"서울특별시 강남구 강남대로 598, 보림빌딩 지하1층 (논현동)",02-518-6243
1201,신사웰약국,"서울특별시 강남구 강남대로 596, 극동빌딩 1층 (논현동)",02-541-8889
1202,신성약국,"서울특별시 중구 다산로 215, 경북여인숙 1층 (신당동)",02-2273-1390
1203,신세계약국,서울특별시 종로구 종로 124-1,02-945-2636
1204,신세계약국,서울특별시 은평구 진흥로12길 3 (녹번동),02-385-6537
1205,신세명약국,"서울특별시 영등포구 도림로 208, 101호 (대림동)",02-847-3058
1206,신우성약국,서울특별시 용산구 한강대로77길 10 (갈월동),02-714-5392
1207,신원약국,"서울특별시 서초구 강남대로10길 60-1, 101호 (양재동)",02-814-3334
1208,신이화약국,"서울특별시 성동구 용답중앙13길 2, 1층 (용답동)",02-2247-1509
1209,신일약국,"서울특별시 은평구 은평로 156, 1층 101호 (응암동)",02-388-0648
1210,신일약국,서울특별시 마포구 손기정로 54 (아현동) 1층,02-312-1741
1211,신중앙약국,서울특별시 동작구 흑석로 103 (흑석동),02-822-0443
1212,신중앙약국,서울특별시 중구 퇴계로 436 (신당동),02-2237-9602
1213,신지약국,서울특별시 관악구 신림로 105,02-882-2740
1214,신촌대로약국,"서울특별시 서대문구 신촌로 121, 아남오피스텔 1층 103호 (창천동)",02-6346-2882
1215,신평화약국,서울특별시 중구 청계천로 298  (신당동),02-2233-2587
1216,신화약국,서울특별시 관악구 관악로 153 (봉천동),02-885-2078
1217,십자당약국,"서울특별시 서초구 남부순환로339길 53, 1층 (서초동)",02-583-9482
1218,십자약국,"서울특별시 성북구 숭인로2길 82, 2층 (길음동)",02-988-5964
1219,쌍문약국,서울특별시 도봉구 도봉로 473-1,02-908-5945
1220,씨에이(CA)정문약국,"서울특별시 동작구 흑석로 108, 1~2층 (흑석동)",02-825-1122
1221,아라약국,"서울특별시 서초구 서초대로77길 3, 아라타워 1층 (110호 위치)호 (서초동)",02-530-8575
1222,아라타워아이약국,"서울특별시 서초구 서초대로77길 3, 1202호 (서초동, 아라타워)",070-4269-3370
1223,아름다운달과별약국,"서울특별시 은평구 통일로 855-8, (갈현동, 연신내진원와이타운)",02-3157-2088
1224,아름다운약국,"서울특별시 마포구 마포대로24길 56, 1층 (아현동, 보령빌딩)",02-3147-0433
1225,아름다운우리약국,서울특별시 강남구 논현로 327,02-564-7582
1226,아림약국,서울특별시 관악구 호암로26길 57,02-884-5221
1227,아이메디칼약국,"서울특별시 성북구 동소문로46길 18, 101호, 102호 (하월곡동, 삼전솔하임3차)",02-942-3365
1228,아이사랑태평양약국,"서울특별시 구로구 새말로 15, 102호,103호 (구로동, 삼전 솔하임)",02-853-3001
1229,아이약국,"서울특별시 중구 명동8가길 20, 1층 (충무로2가)",02-3789-9800
1230,아임약국,"서울특별시 서초구 강남대로 439, 1층 102호 (서초동, 유화빌딩)",02-532-8229
1231,아주약국,서울특별시 강동구 양재대로128길 9 ,02-482-3232
1232,아침햇살약국,"서울특별시 구로구 시흥대로 563, 동연빌딩 1층 (구로동)",02-858-4484
1233,아파트약국,"서울특별시 동대문구 천호대로 72, 1층 2호 (용두동)",02-923-3600
1234,안국온누리약국,서울특별시 강북구 한천로 1058 (수유동),02-900-3980
1235,안일약국,서울특별시 동작구 성대로 76 (상도동),02-823-0583
1236,알파약국,"서울특별시 서초구 사임당로 181, 102호 (서초동, 대일빌딩)",02-3473-0506
1237,암사제일약국,"서울특별시 강동구 올림픽로98길 15, LS지산빌딩 1층 101,102호 (암사동)",02-3427-5855
1238,암사현대약국,"서울특별시 강동구 올림픽로 777, (암사동)",02-481-1395
1239,압구정약국,서울특별시 강남구 선릉로 845  (신사동),02-543-0701
1240,압구정예주약국,"서울특별시 강남구 압구정로29길 65, 442빌딩 지하1층 (압구정동)",02-545-3819
1241,압구정퀸약국,"서울특별시 강남구 논현로 853, 1층 (신사동)",02-3447-1119
1242,애프터팜윤약국,"서울특별시 관악구 관악로 174, 102호 (봉천동)",050-71359-2927
1243,약사랑약국,"서울특별시 강남구 테헤란로 339, 1층 (역삼동)",02-2039-9112
1244,약산약국,서울특별시 영등포구 도신로54길 1,02-833-8932
1245,약손메디칼약국,"서울특별시 강남구 선릉로 227, 1층 (도곡동)",02-529-3010
1246,약수태평양약국,서울특별시 동작구 장승배기로 7 (상도동),02-812-7088
1247,양생약국,"서울특별시 관악구 남부순환로234길 27, (봉천동)",02-872-9954
1248,양원1번약국,"서울특별시 중랑구 양원역로10길 17, B동 102호 (망우동)",02-2207-0111
1249,양월약국,"서울특별시 강남구 개포로82길 13-11, 105호 (개포동)",02-2226-5987
