순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
9,조선명탐정 : 사라진 놉의 딸,2015-02-11,"30,456,879,428",3.5%,"3,872,015",811,한국,한국,(주)쇼박스
10,스물,2015-03-25,"23,558,988,686",2.7%,"3,044,134",926,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
11,극비수사,2015-06-18,"22,389,535,897",2.6%,"2,860,786",894,한국,한국,(주)쇼박스
12,탐정 : 더 비기닝,2015-09-24,"20,463,956,973",2.4%,"2,625,686",764,한국,한국,(주)씨제이이엔엠
13,악의 연대기,2015-05-14,"17,361,815,332",2.0%,"2,192,525",776,한국,한국,(주)씨제이이엔엠
14,강남 1970,2015-01-21,"17,717,971,499",2.1%,"2,192,172",841,한국,한국,(주)쇼박스
15,뷰티 인사이드,2015-08-20,"16,148,479,531",1.9%,"2,053,435",648,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
16,오늘의 연애,2015-01-14,"14,924,654,487",1.7%,"1,891,993",709,한국,한국,(주)씨제이이엔엠
17,쎄시봉,2015-02-05,"13,570,381,911",1.6%,"1,714,803",829,한국,한국,(주)씨제이이엔엠
18,더 폰,2015-10-22,"12,309,164,568",1.4%,"1,593,694",794,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
19,대호,2015-12-16,"12,104,808,332",1.4%,"1,584,168",892,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
20,차이나타운,2015-04-29,"11,989,400,678",1.4%,"1,472,006",551,한국,한국,CGV아트하우스
21,장수상회,2015-04-09,"8,729,412,643",1.0%,"1,163,575",688,한국,한국,(주)씨제이이엔엠
22,성난 변호사,2015-10-08,"8,723,650,039",1.0%,"1,128,288",607,한국,한국,(주)씨제이이엔엠
23,간신,2015-05-21,"8,946,842,910",1.0%,"1,110,246",697,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
24,그놈이다,2015-10-28,"8,096,427,152",0.9%,"1,046,015",681,한국,한국,CGV아트하우스
25,미쓰 와이프,2015-08-13,"7,387,086,869",0.9%,"988,451",437,한국,한국,플러스엠 엔터테인먼트
26,허삼관,2015-01-14,"7,405,415,569",0.9%,"955,175",621,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
27,살인의뢰,2015-03-12,"6,986,456,737",0.8%,"855,980",646,한국,한국,씨네그루(주)다우기술
28,손님,2015-07-09,"6,385,937,880",0.7%,"828,025",634,한국,한국,(주)씨제이이엔엠
30,열정같은소리하고있네,2015-11-25,"4,758,959,902",0.6%,"654,102",566,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
31,특종: 량첸살인기,2015-10-22,"4,754,763,118",0.6%,"616,481",776,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
32,서부전선,2015-09-24,"4,751,661,400",0.6%,"609,063",509,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
33,헬머니,2015-03-05,"4,120,166,972",0.5%,"522,929",422,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
34,위험한 상견례 2,2015-04-29,"3,575,384,754",0.4%,"472,693",429,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트"
35,순수의 시대,2015-03-05,"3,740,948,828",0.4%,"469,891",546,한국,한국,(주)씨제이이엔엠
36,오피스,2015-09-03,"3,460,460,230",0.4%,"441,208",425,한국,한국,(주)리틀빅픽쳐스
37,"협녀, 칼의 기억",2015-08-13,"3,360,045,489",0.4%,"431,310",572,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
38,무뢰한,2015-05-27,"3,262,087,431",0.4%,"414,626",482,한국,한국,CGV아트하우스
39,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,"2,902,090,600",0.3%,"391,760",544,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
40,내 심장을 쏴라,2015-01-28,"2,856,859,132",0.3%,"387,409",452,한국,한국,"(주)리틀빅픽쳐스,(주)이수C&E"
41,소수의견,2015-06-24,"2,891,431,205",0.3%,"383,332",398,한국,한국,(주)시네마서비스
42,경성학교: 사라진 소녀들,2015-06-18,"2,749,027,700",0.3%,"356,342",489,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
43,치외법권,2015-08-27,"2,664,941,005",0.3%,"346,483",446,한국,한국,판씨네마(주)
44,극적인 하룻밤,2015-12-03,"2,610,567,429",0.3%,"320,884",434,한국,한국,CGV아트하우스
45,도리화가,2015-11-25,"2,246,950,339",0.3%,"317,505",563,한국,한국,(주)씨제이이엔엠
46,다이노 타임,2015-04-30,"2,099,683,100",0.2%,"283,300",430,한국,"한국,미국",(주)씨제이이엔엠
47,함정,2015-09-10,"2,090,877,200",0.2%,"257,990",445,한국,한국,(주)인벤트스톤
48,조선마술사,2015-12-30,"1,506,449,794",0.2%,"224,657",607,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
49,연애의 맛,2015-05-07,"1,725,990,153",0.2%,"214,539",398,한국,한국,"(주)와우픽쳐스,(주)쇼박스"
50,내부자들: 디 오리지널,2015-12-31,"1,236,787,715",0.1%,"160,148",838,한국,한국,(주)쇼박스
51,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,"1,171,479,200",0.1%,"155,348",318,한국,한국,에이원엔터테인먼트
53,은밀한 유혹,2015-06-04,"1,137,666,247",0.1%,"145,547",394,한국,한국,(주)씨제이이엔엠
54,나의 절친 악당들,2015-06-25,"1,054,470,664",0.1%,"133,553",384,한국,한국,이십세기폭스코리아(주)
55,퇴마: 무녀굴,2015-08-20,"951,843,500",0.1%,"120,802",331,한국,한국,씨네그루(주)다우기술
57,돌연변이,2015-10-22,"748,816,684",0.1%,"100,523",399,한국,한국,필라멘트픽쳐스
58,쓰리 썸머 나잇,2015-07-15,"616,132,846",0.1%,"77,621",297,한국,한국,"(주)리틀빅픽쳐스,(주)인벤트스톤"
59,미안해 사랑해 고마워,2015-10-28,"359,247,800",0.0%,"51,207",344,한국,한국,(주)쇼박스
60,비밀,2015-10-15,"369,339,300",0.0%,"50,196",305,한국,한국,CGV아트하우스
61,약장수,2015-04-23,"313,238,400",0.0%,"43,562",282,한국,한국,"(주)대명문화공장,(주)나이너스엔터테인먼트"
62,에스엠타운 더 스테이지,2015-08-13,"284,650,500",0.0%,"35,857",65,한국,한국,주식회사 디에스이이디
63,폴라로이드,2015-07-16,"81,194,500",0.0%,"12,238",27,한국,"한국,중국",와이드 릴리즈(주)
65,타투,2015-12-10,"99,255,100",0.0%,"12,102",133,한국,한국,와이드 릴리즈(주)
66,검은손,2015-04-16,"89,815,665",0.0%,"11,650",178,한국,한국,(주)스톰픽쳐스코리아
67,제 7기사단,2015-09-10,"80,160,964",0.0%,"10,710",95,한국,"한국,미국",플러스엠 엔터테인먼트
68,슈퍼레이서 엔지,2015-09-10,"73,587,800",0.0%,"10,612",126,한국,한국,(주)에이원엔터테인먼트
69,꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,"51,367,500",0.0%,"7,345",103,한국,한국,(주)팝엔터테인먼트
70,맛있는 택배,2015-04-02,"31,122,000",0.0%,"6,276",50,한국,한국,노바엔터테인먼트
71,서태지밴드 콘서트투어 '콰이어트나이트',2015-11-26,"52,669,600",0.0%,"5,908",6,한국,한국,(주)서태지컴퍼니
72,세상끝의 사랑,2015-11-12,"37,203,300",0.0%,"4,746",97,한국,한국,(주)스톰픽쳐스코리아
73,맛있는 비행,2015-10-22,"16,041,000",0.0%,"3,141",21,한국,한국,노바엔터테인먼트
75,꽃보다 처녀귀신,2015-01-15,"7,909,000",0.0%,"1,567",5,한국,한국,고구마콘텐츠허브(주)
76,파일 : 4022일의 사육,2015-12-10,"9,090,000",0.0%,"1,414",20,한국,한국,골든타이드픽처스(주)
77,나를 잊지 말아요,2016-01-07,"10,620,000",0.0%,"1,398",558,한국,한국,(주)씨제이이엔엠
78,무서운 집,2015-07-30,"9,371,000",0.0%,"1,039",1,한국,한국,(주)콘텐츠윙
79,나는 야한 여자가 좋다 3,2015-03-26,"6,289,000",0.0%,"1,031",20,한국,한국,(주)케이알씨지
80,나도 때론 포르노그라피의 주인공이고 싶다,2015-11-12,"6,148,000",0.0%,961,20,한국,한국,(주)피터팬픽쳐스
81,젊은엄마 : 내 나이가 어때서,2015-05-07,"4,515,000",0.0%,916,20,한국,한국,골든타이드픽처스(주)
82,7공주 대리운전,2015-05-28,"4,308,000",0.0%,894,20,한국,한국,(주)나우콘텐츠
83,젊은 엄마 3,2015-09-03,"4,137,000",0.0%,820,20,한국,한국,골든타이드픽처스(주)
84,짓2: 붉은 낙타,2015-08-07,"4,292,000",0.0%,807,20,한국,한국,(주)드림팩트엔터테인먼트
85,마님,2015-08-14,"4,088,000",0.0%,791,20,한국,한국,골든타이드픽처스(주)
86,없던 일,2015-08-20,"3,799,000",0.0%,772,21,한국,한국,(주)나우콘텐츠
87,젊은 처제,2015-09-10,"4,913,000",0.0%,770,21,한국,한국,주식회사 루믹스미디어
88,착한 여자,2015-03-25,"2,959,000",0.0%,708,20,한국,한국,(주)소나무픽쳐스
89,오디세오,2015-10-22,"9,880,000",0.0%,662,8,한국,한국,(주)패뷸러스
90,하숙집,2015-02-25,"3,305,000",0.0%,630,5,한국,한국,(주)소나무픽쳐스
91,내 친구의 아내,2015-12-03,"4,493,000",0.0%,622,20,한국,한국,(주)소나무픽쳐스
92,전망 좋은 집 2,2015-05-27,"3,032,000",0.0%,605,20,한국,한국,(주)소나무픽쳐스
93,남편만 몰라요,2015-07-07,"2,995,000",0.0%,601,20,한국,한국,(주)더그레이트컴퍼니
94,착한 처제,2015-11-19,"3,723,000",0.0%,588,19,한국,한국,쟈비스미디어
95,맛2,2015-09-02,"2,852,000",0.0%,569,20,한국,한국,(주)소나무픽쳐스
96,용주골,2015-11-19,"2,823,000",0.0%,562,20,한국,한국,에이라인
97,잡아야 산다,2016-01-07,"4,648,000",0.0%,561,219,한국,한국,오퍼스픽쳐스(유)
98,감금의 시간,2015-12-03,"3,310,000",0.0%,555,20,한국,한국,마법사필름
99,색끈한 퓨전사극 심청야사,2015-12-17,"3,542,000",0.0%,551,20,한국,한국,고구마콘텐츠허브(주)
100,고시원,2015-10-30,"3,380,000",0.0%,524,20,한국,한국,(주)로이테미디어
101,포장마차,2015-10-01,"2,617,000",0.0%,520,20,한국,한국,에이라인
102,새폴더2,2015-10-23,"3,352,000",0.0%,518,20,한국,한국,더사람픽쳐스
103,유부녀들,2015-10-14,"3,405,000",0.0%,516,20,한국,한국,(주)소나무픽쳐스
104,미션: 톱스타를 훔쳐라,2015-09-03,"3,157,000",0.0%,512,2,한국,한국,(주)드림팩트엔터테인먼트
105,마지막 위안부,2015-08-03,"4,172,000",0.0%,490,1,한국,한국,(주)투윈미디어
107,수상한 미용실,2015-10-28,"2,403,000",0.0%,474,20,한국,한국,주식회사 비엠미디어
108,음란한 가족,2015-09-24,"2,301,000",0.0%,473,21,한국,한국,(주)KW비젼
109,란제리살인사건,2015-09-17,"2,295,000",0.0%,472,20,한국,한국,(주)노리픽쳐스
110,맛있는 덫-정사,2015-09-30,"2,227,000",0.0%,426,3,한국,한국,(주)케이알씨지
111,모텔,2015-11-10,"2,182,000",0.0%,420,20,한국,한국,(주)케이알씨지
112,위험한 섹스,2015-09-23,"2,249,000",0.0%,419,20,한국,한국,(주)케이알씨지
113,핫섹토크,2015-11-03,"2,143,000",0.0%,411,20,한국,한국,(유)조이앤컨텐츠그룹
114,한양 기방 춘향뎐,2015-11-26,"2,085,000",0.0%,400,20,한국,한국,(주)케이알씨지
115,은밀한 방문자,2015-09-16,"2,091,000",0.0%,397,19,한국,한국,(주)케이알씨지
116,조선안방 스캔들-칠거지악,2015-09-15,"2,077,000",0.0%,394,20,한국,한국,(주)케이알씨지
117,위험한 중독,2015-12-24,"2,117,000",0.0%,388,20,한국,한국,(주)블루브릭
118,한양기방 명기전,2015-12-30,"2,048,000",0.0%,383,20,한국,한국,(주)케이알씨지
120,조선안방 스캔들-칠거지악2,2015-10-22,"1,922,000",0.0%,368,20,한국,한국,(주)케이알씨지
120,맛있는 정사: 오피스 와이프,2015-11-17,"1,929,000",0.0%,368,20,한국,한국,(주)케이알씨지
122,아내의 애인,2015-10-08,"2,123,000",0.0%,363,20,한국,한국,(주)영화사 사계절
123,친구엄마,2015-11-12,"2,057,000",0.0%,359,20,한국,한국,노바엔터테인먼트
124,엄마친구,2015-08-20,"1,771,000",0.0%,355,19,한국,한국,(주)영화사 사계절
125,환타스틱 러브짐: 전쟁 같은 사랑,2015-10-08,"1,575,000",0.0%,303,20,한국,한국,(주)유비네트워크
126,다이빙벨: 진실은 침몰하지 않습니다,2015-04-16,"2,209,000",0.0%,300,4,한국,한국,(주)시네마달
127,전원일기: 젖소농장새댁,2015-12-15,"1,407,000",0.0%,274,20,한국,한국,주식회사 비엠미디어
128,공즉시색,2015-11-26,"1,478,000",0.0%,271,20,한국,한국,(주)영화사 사계절
129,친절한 가정부,2015-02-26,"1,004,000",0.0%,166,4,한국,한국,(주)박수엔터테인먼트
131,슬픈남자,2015-12-10,"749,000",0.0%,109,1,한국,한국,비에이치제이 시네마
132,유신의 미학,2015-12-16,"739,000",0.0%,93,1,한국,한국,마그넷 엔터테인먼터
136,비밀: 아내의 남자,2015-02-04,"270,000",0.0%,54,1,한국,한국,(주)나우콘텐츠
136,베드(감독판),2015-03-12,"270,000",0.0%,54,1,한국,한국,주식회사 마운틴픽쳐스
136,폭풍정사,2015-07-29,"270,000",0.0%,54,1,한국,한국,위드 라이언 픽쳐스
139,터치 바이 터치,2015-04-30,"200,000",0.0%,40,1,한국,한국,나이스플레이(주)
140,라이브 TV,2015-10-01,"128,000",0.0%,15,1,한국,한국,더컨텐츠콤(주)
141,미조-못다한이야기(감독판),2015-02-12,"70,000",0.0%,10,1,한국,한국,주식회사 마운틴픽쳐스
141,착한여자 (무삭제),2015-07-14,"50,000",0.0%,10,1,한국,한국,(주)소나무픽쳐스
143,타부 : 금지된 사랑,2015-09-03,"72,000",0.0%,8,1,한국,한국,(주)대양미디어
145,두 번째 엄마 무삭제판,2015-03-12,"28,000",0.0%,4,1,한국,한국,(주)케이알씨지
145,정사: 위험한 성적 유희 무삭제판,2015-01-29,"28,000",0.0%,4,2,한국,한국,(주)케이알씨지
145,가자! 장미여관으로 3 - 방황 무삭제 감독판,2015-01-15,"28,000",0.0%,4,2,한국,한국,(주)케이알씨지
148,나는 야한 여자가 좋다 2 무삭제감독판,2015-02-12,"14,000",0.0%,2,1,한국,한국,(주)케이알씨지
148,나는 야한 여자가 좋다 무삭제감독판,2015-02-26,"14,000",0.0%,2,1,한국,한국,(주)케이알씨지
148,울언니: 성상납의 비밀 무삭제판,2015-03-11,"14,000",0.0%,2,1,한국,한국,(주)팝엔터테인먼트
148,남편만 몰라요 (무삭제),2015-09-30,"16,000",0.0%,2,1,한국,한국,(주)더그레이트컴퍼니
152,하숙집 무삭제,2015-09-09,"8,000",0.0%,1,1,한국,한국,(주)소나무픽쳐스
152,명기(무삭제),2015-05-07,"8,000",0.0%,1,1,한국,한국,(주)소나무픽쳐스
152,포장마차-무삭제판,2015-11-11,"5,000",0.0%,1,1,한국,한국,에이라인
152,미궁: 비밀애 무삭제 특별판,2015-07-02,"5,000",0.0%,1,1,한국,한국,(주)케이알씨지
152,러브앤서울 복숭아마을 도색소동기 무삭제판,2015-11-19,"4,000",0.0%,1,1,한국,"한국,일본",(주)케이알씨지
152,나쁜 수업,2015-09-15,"5,000",0.0%,1,1,한국,한국,주식회사 비엠미디어
152,동창회의 목적(무삭제),2015-11-19,"8,000",0.0%,1,1,한국,한국,펀펀한영화사
152,나는 야한 여자가 좋다 3 무삭제감독판,2015-07-09,"5,000",0.0%,1,1,한국,한국,(주)케이알씨지
152,힙스터: 안개의 덫,2015-10-21,"5,000",0.0%,1,1,한국,한국,고구마콘텐츠허브(주)
152,외출 무삭제,2015-09-09,"8,000",0.0%,1,1,한국,한국,(주)영화사 사계절
152,따라지: 비열한 거리 무삭제판,2015-11-12,"4,000",0.0%,1,1,한국,한국,(주)드림팩트엔터테인먼트
152,공사중,2015-04-08,"9,000",0.0%,1,1,한국,한국,고구마콘텐츠허브(주)
152,뽕2014(무삭제),2015-04-23,"8,000",0.0%,1,1,한국,한국,밀크픽처스
152,보리의 은밀한 사생활,2015-09-10,"5,000",0.0%,1,1,한국,한국,스마일컨텐츠
152,어우동: 주인 없는 꽃 무삭제판,2015-06-24,"5,000",0.0%,1,1,한국,한국,(주)드림팩트엔터테인먼트
152,엄마친구(무삭제판),2015-11-12,"8,000",0.0%,1,1,한국,한국,(주)영화사 사계절
152,태양을 쏴라 무삭제판,2015-07-09,"5,000",0.0%,1,1,한국,한국,(유)조이앤시네마
152,사랑에도 저작권이 있나요?,2015-05-21,"8,000",0.0%,1,1,한국,한국,골든타이드픽처스(주)
1,부산행,2016-07-20,"93,178,283,048",10.2%,"11,565,479","1,788",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2,검사외전,2016-02-03,"77,319,445,264",8.5%,"9,707,158","1,812",한국,한국,(주)쇼박스
3,밀정,2016-09-07,"61,269,783,831",6.7%,"7,500,420","1,444",한국,"한국,미국",워너브러더스 코리아(주)
4,터널,2016-08-10,"57,529,484,417",6.3%,"7,120,508","1,105",한국,한국,(주)쇼박스
5,인천상륙작전,2016-07-27,"55,101,410,303",6.0%,"7,049,643","1,049",한국,한국,(주)씨제이이엔엠
6,럭키,2016-10-13,"56,444,461,256",6.2%,"6,975,290","1,158",한국,한국,(주)쇼박스
7,곡성,2016-05-12,"55,863,520,382",6.1%,"6,879,908","1,485",한국,"한국,미국",이십세기폭스코리아(주)
8,덕혜옹주,2016-08-03,"44,393,828,109",4.9%,"5,599,229",964,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
9,마스터,2016-12-21,"39,784,641,065",4.4%,"4,935,320","1,501",한국,한국,(주)씨제이이엔엠
10,판도라,2016-12-07,"33,955,398,164",3.7%,"4,313,864","1,166",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
11,아가씨,2016-06-01,"35,211,229,991",3.9%,"4,287,839","1,171",한국,한국,(주)씨제이이엔엠
12,귀향,2016-02-24,"27,248,705,990",3.0%,"3,586,929",876,한국,한국,(주)와우픽쳐스
13,형,2016-11-23,"23,113,768,293",2.5%,"2,979,659",993,한국,한국,(주)씨제이이엔엠
15,아수라,2016-09-28,"20,576,226,662",2.3%,"2,594,028","1,278",한국,한국,(주)씨제이이엔엠
16,굿바이 싱글,2016-06-29,"16,912,706,195",1.9%,"2,108,273",841,한국,한국,(주)쇼박스
17,봉이 김선달,2016-07-06,"16,227,052,642",1.8%,"2,051,277",942,한국,한국,(주)씨제이이엔엠
19,탐정 홍길동: 사라진 마을,2016-05-04,"11,514,389,845",1.3%,"1,430,666",764,한국,한국,(주)씨제이이엔엠
20,특별수사: 사형수의 편지,2016-06-16,"9,929,947,065",1.1%,"1,241,899",691,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
21,시간이탈자,2016-04-13,"9,731,838,195",1.1%,"1,202,384",733,한국,한국,(주)씨제이이엔엠
22,동주,2016-02-17,"8,870,143,589",1.0%,"1,169,335",499,한국,한국,플러스엠 엔터테인먼트
23,미씽: 사라진 여자,2016-11-30,"8,881,616,256",1.0%,"1,153,109",790,한국,한국,플러스엠 엔터테인먼트
24,"당신, 거기 있어줄래요",2016-12-14,"8,999,085,248",1.0%,"1,124,815",767,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
25,오빠생각,2016-01-21,"8,058,857,287",0.9%,"1,069,436",855,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
26,"날, 보러와요",2016-04-07,"8,836,039,063",1.0%,"1,063,421",683,한국,한국,플러스엠 엔터테인먼트
27,"고산자, 대동여지도",2016-09-07,"7,801,007,258",0.9%,"974,262",765,한국,한국,(주)씨제이이엔엠
28,좋아해줘,2016-02-17,"6,572,774,337",0.7%,"848,148",637,한국,한국,(주)씨제이이엔엠
29,스플릿,2016-11-09,"6,102,712,539",0.7%,"758,195",702,한국,한국,오퍼스픽쳐스(유)
30,국가대표 2,2016-08-10,"5,482,232,042",0.6%,"709,929",562,한국,한국,플러스엠 엔터테인먼트
31,그날의 분위기,2016-01-14,"5,142,899,612",0.6%,"652,453",592,한국,한국,(주)쇼박스
32,사냥,2016-06-29,"4,912,658,515",0.5%,"645,922",696,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
33,널 기다리며,2016-03-10,"5,234,303,336",0.6%,"635,235",551,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
34,가려진 시간,2016-11-16,"3,946,462,400",0.4%,"510,878",884,한국,한국,(주)쇼박스
